NAVCOID	CAMPAIGN	LOCATION	BYEAR	EYEAR	TARGET	SUCCESS	LIMITED	FAILURE	ONGOING	VIOL	NONVIOL	FSELFDET	REGCHANGE	SECESSION	OTHER
212.0	"South Korean anti-junta"	"South Korea"	1979.0	1980.0	"military junta"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
463.0	"Student’s Anti-Chun Protest"	"South Korea"	1982.0	1987.0	"Gov't of Chun Doo Hwan"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
213.0	"South Korean anti-military"	"South Korea"	1986.0	1987.0	"Mil govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
336.0	"Anti-Roh Tae Woo"	"South Korea"	1988.0	1992.0	"President Roh Tae-Woo"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
480.0	"Student's Anti-Kim Protest"	"South Korea"	1995.0	1995.0	"Gov't of Kim Young Sam"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
538.0	"Anti-Park protests"	"South Korea"	2015.0	2017.0	"President Park Geun-Hye and Government of South Korea"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
322.0	"SPLM/A"	"South Sudan"	2011.0	2019.0	"South Sudan government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
452.0	"1963 Buddhist Protests"	"South Vietnam"	1963.0	1963.0	"The Government of South Vietnam"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
280.0	"1964 Anti-Khanh Protests"	"South Vietnam"	1964.0	1964.0	"The Military Government of South Vietnam"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
280.0	"Anti-Huong"	"South Vietnam"	1964.0	1965.0	"Government of South Vietnam, PM Tran Van Huong"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
458.0	"1966-67 Anti-Ky Protests"	"South Vietnam"	1966.0	1967.0	"The Military Government of South Vietnam"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
280.0	"Anti-Military Govt"	"South Vietnam"	1966.0	1966.0	"Military Government of South Vietnam"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
461.0	"1974-75 Anti-Thieu Protests"	"South Vietnam"	1974.0	1975.0	""	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1056.0	"Asturian miners"	"Spain"	1934.0	1934.0	"right-wing government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1059.0	"Fascists"	"Spain"	1936.0	1939.0	"Republican government"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
73.0	"ETA"	"Spain"	1968.0	2011.0	"Spanish occupation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
545.0	"Catalan separatist protest"	"Spain"	2016.0	2019.0	"Spanish Government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
108.0	"JVP"	"Sri Lanka"	1971.0	1971.0	"Sri Lankan government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
125.0	"LTTE"	"Sri Lanka"	1983.0	2009.0	"Sri Lankan occupation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
393.0	"JVP II"	"Sri Lanka"	1987.0	1990.0	"Gov't of Sri Lanka"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
493.0	"Anti-Kumaratunga"	"Sri Lanka"	2001.0	2001.0	"President Kumaratunga"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
31.0	"Anya Nya"	"Sudan"	1963.0	1972.0	"Sudanese government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
454.0	"October Revolution"	"Sudan"	1964.0	1964.0	"Abboud regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
187.0	"SPLA-Garang faction"	"Sudan"	1983.0	2005.0	"Sudanese government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
18.0	"anti-Jaafar"	"Sudan"	1985.0	1985.0	"Jaafar Nimiery"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
107.0	"JEM/SLA"	"Sudan"	2003.0	2012.0	"Janjaweed militia"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
323.0	"Anti-al-Bashir Government"	"Sudan"	2011.0	2013.0	"Omar al-Bashir's Regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
402.0	"South Kordofan and Blue Nile Conflict"	"Sudan"	2011.0	2018.0	"Government of Sudan (Bashir Regime)"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
562.0	"Sudan Uprising"	"Sudan"	2018.0	2019.0	"Omar al-Bashir's Regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
307.0	"Anti-Bouterse"	"Suriname"	1983.0	1984.0	"Military dictatorship of Desiré Delano \"Dési\" Bouterse"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
488.0	"Anti-Wijdenbosch"	"Suriname"	1999.0	2000.0	"Gov't of Suriname (Wijdenbosch)"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
281.0	"Swaziland Anti-Monarchy Protests"	"Swaziland"	2011.0	2011.0	"Mswati Monarchy"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1033.0	"Franco-Syrian War"	"Syria"	1920.0	1920.0	"French occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
141.0	"Muslim Brotherhood"	"Syria"	1980.0	1982.0	"Syrian regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
282.0	"Syrian Civil War"	"Syria"	2011.0	2019.0	"Assad regime"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
282.0	"Syrian Uprising"	"Syria"	2011.0	2011.0	"Assad regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
356.0	"Islamic State"	"Syria"	2013.0	2019.0	"Syrian government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
215.0	"Taiwan pro-democracy"	"Taiwan"	1979.0	1985.0	"autocratic regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
474.0	"1991 Opposition Protests"	"Tajikistan"	1991.0	1991.0	"Tajikistan government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
174.0	"Popular Democratic Army (UTO)"	"Tajikistan"	1992.0	1997.0	"Rakhmanov regime"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
219.0	"Tanzania pro-democracy"	"Tanzania"	1992.0	1995.0	"Mwinyi regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1010.0	"Maji Maji Revolt"	"Tanzania/German East Africa"	1905.0	1906.0	"German colonizers"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
221.0	"communist rebels"	"Thailand"	1965.0	1982.0	"Thai government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
223.0	"student protests"	"Thailand"	1973.0	1973.0	"military dictatorship"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
222.0	"pro-dem movement"	"Thailand"	1992.0	1992.0	"Suchinda regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
354.0	"2004 Southern Thai Insurrection"	"Thailand"	2004.0	2019.0	"Thai Government"	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
30.0	"anti-Thaksin campaign"	"Thailand"	2005.0	2006.0	"Thaksin regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
283.0	"Anti-Military Government Campaign"	"Thailand"	2007.0	2007.0	"Military-installed government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
284.0	"People's Alliance for Democracy Campaign"	"Thailand"	2008.0	2008.0	"People Power Party Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
324.0	"Red Shirt Campaign"	"Thailand"	2008.0	2010.0	"Abhisit Vejjajiva Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
308.0	"Civil Movement for Democracy"	"Thailand"	2013.0	2014.0	"Yingluck government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
429.0	"New Democracy Movement"	"Thailand"	2014.0	2019.0	"Thai Military Regime"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
1018.0	"First War of Independence"	"Tibet"	1912.0	1913.0	"Chinese occupation"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
227.0	"Tibetan independence movement"	"Tibet"	1987.0	1989.0	"Chinese occupation"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
285.0	"Anti-Eyadema"	"Togo"	1991.0	1991.0	"Gen. Eyadame"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
286.0	"Togo anti-Gnassingbe/Coup Crisis"	"Togo"	2005.0	2005.0	"President Faure Gnassingbe Regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
309.0	"Let's Save Togo (Anti-Gnassingbe)"	"Togo"	2012.0	2013.0	"President Faure Gnassingbe Regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
555.0	"2017 Anti-Gnassingbe"	"Togo"	2017.0	2019.0	"Gov't of Togo (Faure Gnassingbe)"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
310.0	"Pro-Democracy Protests"	"Tonga"	2005.0	2006.0	"Government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
232.0	"Tunisian independence movement"	"Tunisia"	1952.0	1954.0	"French occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
311.0	"Anti-Ben Ali Campaign (Jasmin Revolution)"	"Tunisia"	2010.0	2011.0	"Government (Ben Ali Regime)"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
312.0	"Protests Against the Crisis Talks"	"Tunisia"	2013.0	2013.0	"Council negotiating end to political crisis"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
312.0	"Anti-Islamist Government Protests"	"Tunisia"	2013.0	2014.0	"Ennahda Party"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1022.0	"Arab Revolt"	"Turkey"	1916.0	1918.0	"Ottoman rule"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
1034.0	"Kockiri rebellion Kurdistan (KTC)"	"Turkey"	1920.0	1922.0	"Kurdish secession"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
1043.0	"Sheikh Said insurgency"	"Turkey"	1924.0	1927.0	"Kemal regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
447.0	"Students Lead Protest for Regime Change"	"Turkey"	1960.0	1960.0	"Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
459.0	"Anti-government protests"	"Turkey"	1970.0	1971.0	"incumbent govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
251.0	"Kurdish rebellion"	"Turkey"	1978.0	1999.0	"Turkish government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
494.0	"Economic Crisis Sparks Calls for Resignation"	"Turkey"	2001.0	2001.0	"Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
520.0	"Anti-Erdogan"	"Turkey"	2013.0	2015.0	"Erdogan government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
539.0	"Renewed Kurdistan Worker's Party (PKK)"	"Turkey"	2015.0	2019.0	"Turkish government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
556.0	"Anti-Erdogan II"	"Turkey"	2017.0	2019.0	"President Erdogan"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
46.0	"Buganda Tribe"	"Uganda"	1966.0	1966.0	"Uganda government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
145.0	"National Resistance Army"	"Uganda"	1980.0	1986.0	"Okello regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
124.0	"LRA"	"Uganda"	1986.0	2017.0	"Museveni government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
398.0	"UPA"	"Uganda"	1987.0	1992.0	"Ugandan govt"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
427.0	"ADF Insurgency"	"Uganda"	1996.0	2019.0	"Ugandan govt"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
512.0	"Anti-Museveni"	"Uganda"	2011.0	2013.0	"President Museveni Govt"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
468.0	"Donetsk Miner's Strike"	"Ukraine"	1989.0	1991.0	"Government in Moscow"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
287.0	"Students Union Protests"	"Ukraine"	1990.0	1990.0	"Masol Regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
159.0	"Orange Revolution"	"Ukraine"	2000.0	2005.0	"Kuchma regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
314.0	"Euromaidan"	"Ukraine"	2013.0	2014.0	"President Yanukovych"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
527.0	"Ultras \"United Ukraine\" Campaign"	"Ukraine"	2014.0	2014.0	"Russian occupation/pro-Russian rebels"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
315.0	"Rebels in East Ukraine (Ukrainian Civil War)"	"Ukraine"	2014.0	2019.0	"Ukraine government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
557.0	"anti-Trump resistance"	"United States"	2017.0	2019.0	"Trump administration"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
1008.0	"Blancos Rebellion"	"Uruguay"	1904.0	1904.0	"Ordonez regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
234.0	"Tupamaros"	"Uruguay"	1963.0	1972.0	"Uruguay government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
239.0	"Uruguay anti-military campaign"	"Uruguay"	1984.0	1985.0	"Military rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1035.0	"Peasants in Ta (Tambov Rebellion)"	"USSR"	1920.0	1921.0	"Soviet regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
1057.0	"Central Asian rebels"	"USSR"	1934.0	1934.0	"Soviet policies of conscription"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
1066.0	"Belarus resistance"	"USSR"	1941.0	1945.0	"Nazi occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
238.0	"Ukrainian rebellion"	"USSR"	1946.0	1951.0	"Communist regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
442.0	"Georgian anti-Khruschev protests"	"USSR"	1956.0	1956.0	"Khruschev regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
469.0	"Georgian anti-Soviet movement"	"USSR"	1989.0	1991.0	"Soviet rule"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
1004.0	"La Revolucion Libertador"	"Venezuela"	1901.0	1903.0	"Venezuela government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
19.0	"anti-Jimenez campaign"	"Venezuela"	1958.0	1958.0	"Jimenez dictatorship"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
34.0	"Armed Forces for National Liberation (FALN)"	"Venezuela"	1962.0	1965.0	"Betancourt regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
476.0	"Anti-Perez"	"Venezuela"	1992.0	1992.0	"Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
387.0	"Military Forces of Hugo Chavez"	"Venezuela"	1992.0	1992.0	"Government of Venezuela"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
495.0	"2002 Anti-Chavez Campaign"	"Venezuela"	2002.0	2004.0	"Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
252.0	"anti-coup"	"Venezuela"	2002.0	2002.0	"anti-Chavez coup"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
528.0	"anti-Maduro"	"Venezuela"	2014.0	2019.0	"Maduro government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
100.0	"Indochina revolt"	"Vietnam"	1945.0	1954.0	"French occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
156.0	"North Vietnam (National Liberation Front)"	"Vietnam"	1960.0	1975.0	"government of South Vietnam"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
449.0	"North Vietnam (National Liberation Front) anti-occupation"	"Vietnam"	1961.0	1975.0	"U.S. occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1074.0	"Anti-Dutch colonial struggle"	"West Papua"	1911.0	1943.0	"Dutch colonial rule/Japanese occupation"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
242.0	"West Papua rebels"	"West Papua"	1965.0	1978.0	"Indonesian occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
242.0	"West Papua self-determination struggle"	"West Papua"	1979.0	2019.0	"Indonesian occupation"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
243.0	"Western Sahara Freedom Movement (POLISARIO)"	"Western Sahara"	1975.0	1989.0	"Moroccan occupation"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
340.0	"Renewed Western Sahara Independence Protests"	"Western Sahara"	2010.0	2019.0	"Moroccan Government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
246.0	"Yemeni insurgency"	"Yemen"	1955.0	1957.0	"British and Aden administration"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
79.0	"FLOSY, NLF in Aden"	"Yemen"	1963.0	1967.0	"UK occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
389.0	"NDF"	"Yemen"	1979.0	1982.0	"Government of Yemen"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
258.0	"Al-Houthi Rebellion"	"Yemen"	2004.0	2015.0	"Yemen government"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
256.0	"South Yemen Secessionist Movement"	"Yemen"	2007.0	2014.0	"Government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
341.0	"Al Qaeda in the Arabian Peninsula"	"Yemen"	2009.0	2019.0	"Yemen government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
316.0	"Anti Ali Adduallah Saleh Campaign"	"Yemen"	2011.0	2012.0	"Government (Saleh Regime)"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
540.0	"Anti-Houthi Movement"	"Yemen"	2015.0	2019.0	"Al-Houthi Rebel government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
244.0	"Yahya Family revolt"	"Yemen Arab Republic"	1948.0	1948.0	"countercoup"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
184.0	"Royalists"	"Yemen Arab Republic"	1962.0	1969.0	"al-Sallal regime"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
245.0	"leftists"	"Yemen People's Republic"	1986.0	1986.0	"Ali Nasir regime"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1067.0	"Balkan resistance"	"Yugoslavia"	1941.0	1945.0	"German occupation"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
247.0	"student protests"	"Yugoslavia"	1968.0	1968.0	"Communist regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
60.0	"Croatian nationalists"	"Yugoslavia"	1970.0	1971.0	"Yugoslav government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
120.0	"Kosovo Albanian nationalist movement"	"Yugoslavia"	1981.0	1981.0	"Yugoslav government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
119.0	"Kosovo Albanian"	"Yugoslavia"	1988.0	1998.0	"Serbian rule"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
61.0	"Croats"	"Yugoslavia"	1991.0	1992.0	"Serb government"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
116.0	"Katanga-led leftists"	"Zaire/DRC"	1960.0	1965.0	"secession from DRC"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
78.0	"FLNC"	"Zaire/DRC"	1977.0	1978.0	"DRC/Zaire regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
189.0	"Sacred Union"	"Zaire/DRC"	1991.0	1993.0	"Mobutu regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
249.0	"Zambian independence movement"	"Zambia"	1961.0	1963.0	"British rule"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
248.0	"Zambia anti-single party rule"	"Zambia"	1990.0	1991.0	"One-party rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
12.0	"anti-Chiluba campaign"	"Zambia"	2001.0	2001.0	"Chiluba regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
250.0	"Zimbabwe African People's Union"	"Zimbabwe"	1972.0	1979.0	"Smith/Muzorena regime"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
161.0	"PF-ZAPU guerillas"	"Zimbabwe"	1983.0	1987.0	"Mugabe regime"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
546.0	"Anti-Mugabe"	"Zimbabwe"	2016.0	2017.0	"Gov't of Zimbabwe (Mugabe)"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
